"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","골목 눕히기_시간_ha당","골목 뒤집기_시간_ha당","골목 벌채_시간_ha당","골목 세우기_시간_ha당","골목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","가중치"
4,0,0,0,115950,0,521930,0,0,0,0,0,37,3,415002,6,0.75,0,0.75,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0.75,0,0.75,0,0,0,0,0,0,0,37.25,2,493.333333333333,850506.666666667,850506.666666667,0,0,0,0,154600,0,695906.666666667,0,0,0,0,0,937333.333333333,2004533.33333333,0,0,0,0,0,700000,236457.222222222,21219.298245614,257676.520467836,0,2776000,0,2776000,20055269.3333333,1022957.33333333,0,21078226.6666667,6188009.1871345,20110.1894736842,317075.44,337185.629473684,23168454.962807,25713590.8128655,26243278.5204678,3113185.62947368,29356464.1499415,2545135.85005848,31901600,0,249.333333333333,4588,4588,0,31901600,0,0,0,0,513.333333333333,0,836,1349.33333333333,0,0,0,0,0,0,1040,685.333333333333,354.666666666667,65.3333333333333,29.3333333333333,36,177.333333333333,0,1282.66666666667,0,20,0,0,0,0,0,210.666666666667,0,53.3333333333333,221.333333333333,10.6666666666667,0,0,345.333333333333,0,34.6666666666667,285.333333333333,0,0,97.3333333333333,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
4,0,0,0,116660,0,8790,242550,0,0,0,0,38,3,389606,6,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,25.25,2,560.606060606061,557575.757575758,190075.757575758,367500,0,0,0,176757.575757576,0,13318.1818181818,367500,0,0,0,0,414393.939393939,79848.4848484849,0,0,0,0,0,0,586443.181818182,0,586443.181818182,0,831818.181818182,0,831818.181818182,2485810.60606061,1468334.84848485,166666.666666667,4120812.12121212,3558092.31645871,35758.5563636364,64140.6157575758,99899.1721212121,3522304.52232917,725544.04717765,6148679.48484849,931717.353939394,7080396.83878788,-2796760.47515152,4283636.36363636,0,218.181818181818,754.545454545455,754.545454545455,0,4283636.36363636,0,0,0,0,342.424242424242,0,1.51515151515152,343.939393939394,1927.27272727273,0,0,0,0,1927.27272727273,122.727272727273,0,122.727272727273,93.939393939394,69.6969696969697,24.2424242424242,40.9090909090909,4.54545454545455,262.121212121212,0,0,0,0,0,0,0,34.8484848484849,0,53.030303030303,66.6666666666667,31.8181818181818,0,0,0,0,0,46.969696969697,0,0,25.7575757575758,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66666666666667
4,0,0,0,14140,0,0,0,0,136620,0,0,38,1,389606,6,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,22.5,1,900,1507600,141400,1366200,0,0,0,141400,0,0,0,0,1366200,0,0,597000,108000,0,0,0,0,0,0,6434875,0,6434875,0,0,1260000,1260000,14352680,2067300,0,16419980,12364381,118926.85,231043.992,349970.842,14702650.842,18877619,25457061,1609970.842,27067031.842,4174968.158,31242000,0,480,3780,3780,0,31242000,0,0,0,0,350,0,0,350,0,0,18300,0,0,18300,780,780,0,130,60,70,50,0,960,0,0,0,0,0,0,0,30,0,0,450,30,0,0,0,0,180,210,0,0,40,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1
4,0,0,0,148470,0,62390,221760,0,0,0,0,37,3,415002,6,0.64,0,0.64,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0.64,0,0.64,0,0,0.64,0,0.64,0,0,0,0,0,0,0,23.3333333333333,1,531.25,675968.75,329468.75,346500,0,0,0,231984.375,0,97484.375,346500,0,0,0,0,1023125,1994843.75,0,0,0,0,0,127343.75,4341269.53125,266447.368421053,4607716.89967105,0,2890625,0,2890625,17883615.625,11621748.4375,1539062.5,31044426.5625,21071963.6864561,286134.724780702,432334.776875,718469.501655702,22425557.5273707,26595848.8135439,39888426.712171,3609094.5016557,43497521.2138267,4170291.28617325,47667812.5,0,689.0625,7043.75,7043.75,0,47667812.5,0,0,0,0,709.375,0,4.6875,714.0625,1987.5,0,0,0,0,1987.5,860.9375,860.9375,0,601.5625,282.8125,318.75,140.625,0,1603.125,0,4.6875,0,1.5625,0,0,0,68.75,0,395.3125,592.1875,26.5625,0,0,168.75,0,0,70.3125,0,0,264.0625,0,0,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
4,0,0,0,148470,0,73810,0,0,0,0,0,37,2,415002,5,0.48,0,0.48,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0.48,0,0.48,0,0,0.48,0,0.48,0,0,0,0,0,0,0,34.6666666666667,2,604.166666666667,463083.333333333,463083.333333333,0,0,0,0,309312.5,0,153770.833333333,0,0,0,0,0,1357708.33333333,2658125,0,0,0,0,0,160833.333333333,6339171.875,187578.947368421,6526750.82236842,0,3012500,0,3012500,24448427.0833333,6405458.33333333,0,30853885.4166667,17986961.1557018,653268.472021199,440121.079166667,1093389.55118787,28554316.6345212,96238038.8442982,42435388.2390351,4105889.55118787,46541277.790223,67683722.209777,114225000,0,9195.83333333333,20491.6666666667,20491.6666666667,0,114225000,0,0,0,0,945.833333333333,0,8.33333333333333,954.166666666667,0,0,0,0,0,0,1216.66666666667,677.083333333333,539.583333333333,400,195.833333333333,204.166666666667,252.083333333333,0,1868.75,0,6.25,0,4.16666666666667,0,0,0,79.1666666666667,0,504.166666666667,881.25,31.25,0,0,66.6666666666667,0,0,102.083333333333,0,0,179.166666666667,0,0,0,14.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4
4,0,0,0,155540,0,251310,609840,0,0,0,251890,37,3,415002,5,0.68,0,0.68,0,0,0.68,0,0.68,0,0,0,0,0,0,0,0.68,0,0.68,0,0,0.68,0,0.68,0,0,0,0,0,0,0,23.5,2,544.117647058824,1865558.82352941,598308.823529412,1267250,0,0,0,228735.294117647,0,369573.529411765,896823.529411765,0,0,0,370426.470588235,1127794.11764706,1700588.23529412,0,0,254411.764705882,0,0,88235.2941176471,3616389.09313725,2337882.35294118,5954271.44607843,1397647.05882353,2891176.47058824,0,2891176.47058824,21288854.4117647,2366294.11764706,113235.294117647,23768383.8235294,15181130.1175324,485328.249565826,357181.653529412,842509.903095238,25124448.8198766,50925340.4707029,36571892.5637255,3733686.37368347,40305578.937409,25800891.6508263,66106470.5882353,6708.82352941176,325,5308.82352941176,7858.17647058824,29518823.5294118,36587647.0588235,0,0,0,0,366.176470588235,0,11.7647058823529,377.941176470588,3741.17647058824,0,0,0,785.294117647059,4526.47058823529,1138.23529411765,808.823529411765,329.411764705882,155.882352941176,76.4705882352941,79.4117647058824,126.470588235294,0,1420.58823529412,0,27.9411764705882,0,14.7058823529412,0,0,0,38.2352941176471,0,161.764705882353,626.470588235294,50,0,0,327.941176470588,0,0,80.8823529411765,2.94117647058824,0,58.8235294117647,0,0,0,0,1.47058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4117647058824,15.6578947368421
4,0,0,0,156950,0,1090450,0,0,0,0,0,37,4,415002,6,1.65,0,1.65,0,0,1.65,0,1.65,0,0,0,0,0,0,0,1.65,0,1.65,0,0,1.65,0,1.65,0,0,0,0,0,0,0,37.4,2,751.515151515152,756000,756000,0,0,0,0,95121.2121212121,0,660878.787878788,0,0,0,0,0,1606909.09090909,1513090.90909091,0,0,0,0,0,308787.878787879,85482.8282828283,9645.1355661882,95127.9638490165,0,2880000,0,2880000,13210871.5151515,2492344.24242424,85454.5454545455,15788670.3030303,7200825.04870124,14137.3374332802,247670.881454545,261808.218887826,16424571.3158538,10384144.6482685,20483588.1456672,3141808.21888783,23625396.364555,-6040426.66758532,17584969.6969697,0,187.272727272727,2652.12121212121,2652.12121212121,0,17584969.6969697,0,0,0,0,164.848484848485,0,14.5454545454545,179.393939393939,0,0,0,0,0,0,543.030303030303,256.363636363636,286.666666666667,141.818181818182,133.333333333333,8.48484848484848,253.333333333333,0,938.181818181818,0,10.3030303030303,0,1.21212121212121,0,0,0,280.606060606061,0,25.4545454545455,106.666666666667,6.06060606060606,0,0,244.848484848485,0,0,161.818181818182,0,0,99.3939393939394,0,0,0,0,1.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25
4,0,0,0,169680,0,1282020,0,0,0,0,966570,37,4,415002,6,2.3,2,0.3,0,0,2.3,2,0.3,0,0,0,0,0,0,0,2.3,2,0.3,0,0,2.3,2,0.3,0,0,0,0,0,0,0,31.3333333333333,2,321.739130434783,1051421.73913043,631173.913043478,420247.826086957,0,0,0,73773.9130434783,0,557400,0,0,0,0,420247.826086957,1256173.91304348,1549434.7826087,0,0,0,19782.6086956522,0,197173.913043478,102374.637681159,20817.3913043478,123192.028985507,46195.652173913,1039130.43478261,0,1039130.43478261,10289000,3238113.47826087,62608.6956521739,13589722.173913,7911477.35335772,28685.6732101449,219029.993217391,247715.666427536,11623467.5594466,16581740.0379466,18248098.8115942,1286846.10121015,19534944.9128043,4958272.4785,24493217.3913044,0,335.652173913043,3577.39130434783,3577.39130434783,0,24493217.3913043,0,0,0,0,197.391304347826,0,12.6086956521739,210,0,0,0,0,1391.73913043478,1391.73913043478,448.695652173913,222.608695652174,226.086956521739,186.521739130435,163.04347826087,23.4782608695652,178.260869565217,0,813.478260869565,0,10.4347826086957,0,1.73913043478261,0,0,0,101.304347826087,0,25.2173913043478,154.347826086957,24.7826086956522,0,0,204.782608695652,0,0,199.130434782609,0,0,89.5652173913044,0,0,0,0,0.869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30434782608696,22.25
4,0,0,0,169680,0,47450,407480,0,0,0,201520,37,1,415002,5,0.27,0,0.08,0,0.19,0.19,0,0,0,0.19,0.08,0,0.08,0,0,0.27,0,0.08,0,0.19,0.19,0,0,0,0.19,0.08,0,0.08,0,0,26,2,707.407407407407,3059740.74074074,804185.185185185,2255555.55555556,0,0,0,628444.444444444,0,175740.740740741,1509185.18518519,0,0,0,746370.37037037,1390740.74074074,3447407.40740741,0,0,32222.2222222222,0,0,127037.037037037,8467759.25925926,226133.333333333,8693892.59259259,288000,2040740.74074074,766666.666666667,2807407.40740741,33410837.037037,5495888.88888889,0,38906725.9259259,23716598.2962963,-58288.9325925926,582352.038518519,524063.105925926,35975640.8837037,59553031.3333333,56360768.6666667,3331470.51333333,59692239.18,23577390.4496296,83269629.6296296,0,2207.40740740741,12785.1851851852,12785.1851851852,0,83269629.6296296,0,0,0,0,1007.40740740741,0,11.1111111111111,1018.51851851852,6596.2962962963,0,0,0,1581.48148148148,8177.77777777778,1762.96296296296,1385.18518518518,377.777777777778,359.259259259259,111.111111111111,248.148148148148,203.703703703704,0,2325.92592592593,0,25.9259259259259,0,0,0,0,0,37.037037037037,0,570.37037037037,607.407407407407,81.4814814814815,0,0,596.296296296296,0,114.814814814815,144.444444444444,0,0,81.4814814814815,0,0,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,62.962962962963,43.6315789473684
4,0,0,0,178160,0,0,0,0,0,0,60920,37,2,415002,6,0.44,0,0.44,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0.44,0,0.44,0,0,0.44,0,0.44,0,0,0,0,0,0,0,23.3333333333333,2,1056.81818181818,543363.636363636,404909.090909091,138454.545454545,0,0,0,404909.090909091,0,0,0,0,0,0,138454.545454545,1771136.36363636,1170454.54545455,0,0,0,0,0,390000,3542602.27272727,142622.009569378,3685224.28229665,699545.454545454,3022727.27272727,0,3022727.27272727,17237179.5454545,19770454.5454545,0,37007634.0909091,28445180.8277512,187014.876220096,506944.099090909,693958.975311005,20953865.7934928,6431637.35406699,45682360.3732057,3716686.24803828,49399046.621244,-14522228.4394258,34876818.1818182,3240.90909090909,0,3079.54545454545,4311.09090909091,13935909.0909091,20940909.0909091,0,0,0,0,927.272727272727,0,0,927.272727272727,0,0,0,0,1940.90909090909,1940.90909090909,970.454545454545,734.090909090909,236.363636363636,1597.72727272727,102.272727272727,1495.45454545455,47.7272727272727,0,2615.90909090909,0,4.54545454545454,0,0,0,0,0,38.6363636363636,0,0,2081.81818181818,34.0909090909091,0,0,315.909090909091,0,9.09090909090909,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8181818181818,31.4
4,0,0,0,19290,0,705520,0,0,0,0,0,38,3,389606,6,0.83,0,0.83,0,0,0.83,0,0.83,0,0,0,0,0,0,0,0.83,0,0.83,0,0,0.83,0,0.83,0,0,0,0,0,0,0,38,2,903.614457831325,873265.060240964,873265.060240964,0,0,0,0,23240.9638554217,0,850024.096385542,0,0,0,0,0,1272771.08433735,744337.34939759,0,0,0,0,0,0,704721.385542169,13696.8928344959,718418.278376665,0,325301.204819277,0,325301.204819277,6024272.28915663,2257755.42168675,0,8282027.71084337,6256153.19403931,76486.6855833862,138537.774939759,215024.460523145,6564597.95449905,2675172.1071655,12280425.4831959,540325.665342422,12820751.1485384,-3889425.84733354,8931325.30120482,0,69.8795180722891,922.89156626506,922.89156626506,0,8931325.30120482,0,0,0,0,28.9156626506024,0,965.060240963855,993.975903614458,0,0,0,0,0,0,330.120481927711,68.6746987951807,261.44578313253,139.759036144578,89.1566265060241,50.6024096385542,69.8795180722891,0,539.759036144578,0,31.3253012048193,0,0,0,0,0,104.819277108434,0,87.9518072289157,77.1084337349398,49.3975903614458,0,0,0,0,0,125.301204819277,0,0,59.0361445783132,0,0,0,4.81927710843373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66666666666667
4,0,0,0,197960,0,0,0,0,0,0,0,37,4,415002,6,1.17,0,1.17,0,0,1.17,0,1.17,0,0,0,0,0,0,0,1.17,0,1.17,0,0,1.17,0,1.17,0,0,0,0,0,0,0,27.8333333333333,2,529.91452991453,169196.581196581,169196.581196581,0,0,0,0,169196.581196581,0,0,0,0,0,0,0,387008.547008547,488376.068376068,0,0,0,0,0,0,875045.227920228,310.25641025641,875355.484330484,33205.1282051282,1317094.01709402,0,1317094.01709402,9716523.93162393,500854.700854701,0,10217378.6324786,2868998.50997151,11162.8385754986,139648.301880342,150811.14045584,11184429.0891738,8131001.49002849,12585522.4415954,1467905.15754986,14053427.5991453,-3053427.5991453,11000000,0,0,1466.66666666667,1466.66666666667,0,11000000,0,0,0,0,1163.24786324786,0,0,1163.24786324786,0,0,0,0,0,0,655.555555555556,139.316239316239,516.239316239316,44.4444444444444,21.3675213675214,23.0769230769231,23.0769230769231,0,723.076923076923,0,5.98290598290598,0,0,0,0,0,46.1538461538462,0,18.8034188034188,170.08547008547,88.8888888888889,0,0,0,0,0,264.957264957265,0,0,120.512820512821,0,0,0,1.70940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98290598290598,22.25
4,0,0,0,19800,0,0,0,0,0,0,0,37,1,415002,6,0.24,0,0.24,0,0,0,0,0,0,0,0.24,0,0.24,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,28,2,450,99000,99000,0,0,0,0,99000,0,0,0,0,0,0,0,4793000,1437500,0,0,0,0,0,0,2379800,0,2379800,1555200,0,2940000,2940000,9640150,4897540,0,14537690,18517042,-101289.152,258753.156,157464.004,9797614.004,-398042,25217192,3097464.004,28314656.004,-10195656.004,18119000,0,165,1970,1970,0,18119000,0,0,0,0,225,0,0,225,0,0,0,0,0,0,390,245,145,280,280,0,170,0,840,0,80,0,0,0,0,0,90,0,0,220,25,0,0,0,0,0,320,0,0,100,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,212100,0,152900,415800,0,0,0,0,37,4,415002,6,1.02,0,1.02,0,0,1.02,0,1.02,0,0,0,0,0,0,0,1.02,0,1.02,0,0,1.02,0,1.02,0,0,0,0,0,0,0,26.3333333333333,2,931.372549019608,765490.196078431,357843.137254902,407647.058823529,0,0,0,207941.176470588,0,149901.960784314,407647.058823529,0,0,0,0,726666.666666667,1981078.43137255,0,0,0,0,0,100980.392156863,2365880.71895425,83479.8761609907,2449360.59511524,555882.352941177,2835294.11764706,0,2835294.11764706,14519181.372549,9803392.15686275,677450.980392157,25000024.5098039,17070904.3915847,254056.255868593,354320.578431373,608376.834299966,18367251.7044971,23071840.7064545,31994485.1441348,3443670.95194702,35438156.0960819,4704589.00195734,40142745.0980392,0,649.019607843137,5964.70588235294,5964.70588235294,0,40142745.0980392,0,0,0,0,666.666666666667,0,4.90196078431373,671.56862745098,3741.17647058824,0,0,0,0,3741.17647058824,755.882352941176,433.333333333333,322.549019607843,564.705882352941,336.274509803922,228.43137254902,121.56862745098,0,1442.1568627451,0,3.92156862745098,0,0,0,0,0,50.9803921568627,0,301.960784313725,802.941176470588,32.3529411764706,0,0,119.607843137255,0,0,59.8039215686275,0,0,64.7058823529412,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25
4,0,0,0,212100,0,29000,0,0,0,0,0,37,3,415002,6,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,28,1,530.30303030303,365303.03030303,365303.03030303,0,0,0,0,321363.636363636,0,43939.3939393939,0,0,0,0,0,749242.424242424,168787.878787879,0,0,0,0,0,78030.303030303,6277550.5050505,172248.803827751,6449799.30887826,0,1460606.06060606,0,1460606.06060606,6765254.54545454,1832181.81818182,183333.333333333,8780769.6969697,10097416.5495545,185428.617756512,125762.453333333,311191.071089846,8681315.22435304,13362734.9655971,17006934.6422116,1771797.13169591,18778731.7739075,4681419.74124402,23460151.5151515,3501.51515151515,0,0,1330.57575757576,23460151.5151515,0,0,0,0,0,1030.30303030303,0,3.03030303030303,1033.33333333333,0,0,0,0,0,0,289.393939393939,187.878787878788,101.515151515152,101.515151515152,51.5151515151515,50,104.545454545455,10.6060606060606,506.060606060606,0,0,0,1.51515151515152,0,0,0,46.969696969697,0,0,321.212121212121,19.6969696969697,0,0,36.3636363636364,0,0,0,0,0,71.2121212121212,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
4,0,0,0,223410,0,0,831600,0,0,19600,56240,37,4,415002,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,29.75,2,445,1130850,223410,907440,0,0,0,223410,0,0,831600,0,0,19600,56240,2665000,1559100,0,0,363400,0,0,214500,2455608.75,154872,2610480.75,540000,3065000,0,3065000,13264424,8986967,125000,22376391,18535785.1724619,164117.437125,351034.5884,515152.025525,16919090.6030631,45903614.8275381,31874723.75,3580152.025525,35454875.775525,28984524.224475,64439400,1426,0,8132,8673.88,6702200,57737200,0,0,0,0,613,0,0,613,509,0,0,450,128,1087,657,408,249,684,649,35,136,0,1477,0,78,0,1,0,0,0,68,0,0,1014,88,0,0,0,0,0,138,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22.25
4,0,0,0,25450,0,201250,0,0,0,0,0,37,1,415002,6,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,22,2,1250,1133500,1133500,0,0,0,0,127250,0,1006250,0,0,0,0,0,1389500,476500,0,0,0,0,0,105500,420400,119368.421052632,539768.421052632,0,3275000,0,3275000,21831690,1913810,0,23745500,5973580.42105263,127736.629052632,332946.2,460682.829052632,25567372.8290526,39467419.5789474,27805270.4210526,3735682.82905263,31540953.2501053,13900046.7498947,45441000,0,165,6940,6940,0,45441000,0,0,0,0,225,0,40,265,0,0,0,0,0,0,1210,860,350,115,80,35,110,0,1435,0,20,0,0,0,0,0,135,0,70,465,5,0,0,305,0,0,310,0,0,120,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,28280,0,0,0,0,0,0,76150,37,2,415002,6,0.37,0,0.37,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0.35,0,0.35,0,0,0.35,0,0.35,0,0,0,0,0,0,0,22,2,971.428571428571,298371.428571429,80800,217571.428571429,0,0,0,80800,0,0,0,0,0,0,217571.428571429,0,773428.571428571,0,136857.142857143,0,0,0,546857.142857143,1229835.71428571,0,1229835.71428571,0,4128571.42857143,0,4128571.42857143,20972802.8571429,0,0,20972802.8571429,3400352,25837.3426666667,281831.132571429,307668.475238095,25409042.7609524,7629362.28571429,24373154.8571429,4436239.90380952,28809394.7609524,-17779680.4752381,11029714.2857143,0,420,1711.42857142857,1711.42857142857,0,11029714.2857143,0,0,0,0,260,0,0,260,0,0,0,0,608.571428571429,608.571428571429,1262.85714285714,982.857142857143,280,0,0,0,0,0,1262.85714285714,0,91.4285714285714,0,0,0,0,0,0,0,251.428571428571,337.142857142857,20,0,0,0,0,0,374.285714285714,0,0,177.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4285714285714,31.4
4,0,0,0,296940,0,0,0,0,0,0,468640,37,3,415002,6,0.75,0,0.75,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0.69,0,0.69,0,0,0.69,0,0.69,0,0,0,0,0,0,0,18,2,318.840579710145,1109536.23188406,430347.826086957,679188.405797102,0,0,0,430347.826086957,0,0,0,0,0,0,679188.405797102,1586376.8115942,1200724.63768116,0,0,200579.710144928,263333.333333333,0,31159.4202898551,2221920.28985507,69199.0846681922,2291119.37452326,422608.695652174,2513043.47826087,0,2513043.47826087,23190585.5072464,2376405.79710145,0,25566991.3043478,9896846.01220443,144100.869610984,371487.897971015,515588.767581998,26219217.7530892,7737501.81388253,33087431.5194508,3028632.24584287,36116063.7652937,-18481715.9392067,17634347.826087,411.594202898551,320.289855072464,2284.05797101449,2440.46376811594,1769855.07246377,15864492.7536232,0,0,0,0,985.507246376812,0,0,985.507246376812,0,0,0,0,1237.68115942029,1237.68115942029,1291.30434782609,1055.07246376812,236.231884057971,179.710144927536,86.9565217391304,92.7536231884058,69.5652173913044,0,1540.57971014493,0,2.89855072463768,0,17.3913043478261,0,0,0,34.7826086956522,0,202.898550724638,478.260869565217,31.8840579710145,0,0,508.695652173913,0,0,169.565217391304,0,0,94.2028985507246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
4,0,0,0,30900,0,5980,0,0,0,0,335080,33,4,434170,6,1.06,0.9,0.16,0,0,1.06,0.9,0.16,0,0,0,0,0,0,0,1.06,0.9,0.16,0,0,1.06,0.9,0.16,0,0,0,0,0,0,0,17,2,283.018867924528,350905.660377358,34792.4528301886,316113.20754717,0,0,0,29150.9433962264,0,5641.50943396226,0,0,0,0,316113.20754717,242735.849056604,105754.716981132,0,0,0,0,0,149622.641509434,0,891.509433962264,891.509433962264,0,1454716.98113208,0,1454716.98113208,2264477.35849057,0,0,2264477.35849057,1284080.37735849,1066.78018867925,38607.3532075472,39674.1333962264,3758868.47301887,-238042.641509434,3548557.73584906,1494391.1145283,5042948.85037736,-3996911.1145283,1046037.73584906,0,0,105.660377358491,105.660377358491,0,1046037.73584906,0,0,0,0,42.4528301886792,0,0.943396226415094,43.3962264150943,0,0,0,0,654.716981132075,654.716981132075,96.2264150943396,96.2264150943396,0,0,0,0,31.1320754716981,0,127.358490566038,0,1.88679245283019,0,1.88679245283019,0,0,0,23.5849056603774,0,0,23.5849056603774,16.0377358490566,0,0,0,0,0,23.5849056603774,0,0,34.9056603773585,0,0,0,1.88679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11111111111111
