"지역구분","업종구분","경영형태","경영주 성별","연령","종사 기간별","전겸업 여부","겸업 주 업종","산림소유 여부","산림 규모별","재배지 면적","소유지 면적","임차지 면적","지목구성_재배지_전체","지목구성_재배지_논","지목구성_재배지_밭","지목구성_재배지_임야","지목구성_재배지_기타","지목구성_소유지_전체","지목구성_소유지_논","지목구성_소유지_밭","지목구성_소유지_임야","지목구성_소유지_기타","지목구성_임차지_전체","지목구성_임차지_논","지목구성_임차지_밭","지목구성_임차지_임야","지목구성_임차지_기타","재배본수","평균수령","재배지 운영 관리방식","가구총수입","임업총수입","생산량","생산량_포전판매","생산량_없음","판매량_원물","판매량_원물_포전판매","판매량_원물_없음","판매량_가공","판매량_가공_포전판매","판매량_가공_없음","판매수입_원물","판매수입_원물_포전판매","판매수입_원물_없음","판매수입_가공","판매수입_가공_포전판매","판매수입_가공_없음","판매 가공품 종류_1","판매 가공품 종류_2","판매 가공품 종류_3","주요 판매처 비율_농협","주요 판매처 비율_산림조합","주요 판매처 비율_수집상","주요 판매처 비율_가공업체","주요 판매처 비율_도소매상","주요 판매처 비율_직거래","주요 판매처 비율_기타","직거래 판매방법_전화주문","직거래 판매방법_인터넷주문","직거래 판매방법_기타온라인판매","직거래 판매방법_직접판매","직거래 판매방법_임산물축제","직거래 판매방법_기타오프라인판매","판매대금 결제방법별 비중_1개월 이내 현금","판매대금 결제방법별 비중_후불","판매대금 결제방법별 비중_선도금","판매대금 결제방법별 비중_기타","재고량 여부","재고량","저장경험","판매 밤의 출하시기_수확 ~ 추석 이전","판매 밤의 출하시기_추석 연휴 판매","판매 밤의 출하시기_추석이후 ~ 12월 31일","판매 밤의 출하시기_1월 1일~설 이전","판매 밤의 출하시기_설 이후","저장 주된 목적","투입비용_비료비","투입비용_농약비","투입비용_기타재료비","투입비용_수도광열비","투입비용_임차료","투입비용_수선비","투입비용_인건비","투입비용_기타","투입비용_합계","보유 시설 및 장비_건조기","보유 시설 및 장비_경운기","보유 시설 및 장비_관리기","보유 시설 및 장비_관리사","보유 시설 및 장비_관정","보유 시설 및 장비_굴삭기","보유 시설 및 장비_기계톱","보유 시설 및 장비_다목적관리기","보유 시설 및 장비_동력분무기","보유 시설 및 장비_동력약제살포기","보유 시설 및 장비_드릴","보유 시설 및 장비_선별기","보유 시설 및 장비_소형 화물차","보유 시설 및 장비_소형트럭","보유 시설 및 장비_시설하우스","보유 시설 및 장비_예초기(예취기)","보유 시설 및 장비_온실","보유 시설 및 장비_운반차","보유 시설 및 장비_자동 접종기","보유 시설 및 장비_자동세척기","보유 시설 및 장비_(저온)저장고","보유 시설 및 장비_종균 성형기","보유 시설 및 장비_지게차","보유 시설 및 장비_창고","보유 시설 및 장비_천공기","보유 시설 및 장비_키크레인(트럭)","보유 시설 및 장비_탈피기","보유 시설 및 장비_트랙터","보유 시설 및 장비_항공방제","보유 시설 및 장비_수동분무기","보유 시설 및 장비_사륜오토바이","보유 시설 및 장비_SS기","보유 시설 및 장비_비료살포기","보유 시설 및 장비_기타","고용노동남성 총인원수","고용노동여성 총인원수","자가노동남성 총인원수","자가노동여성 총인원수","고용노동남성 1인당 평균작업일수","고용노동여성 1인당 평균작업일수","자가노동남성 1인당 평균작업일수","자가노동여성 1인당 평균작업일수","고용노동남성 1인당 하루평균노동비","고용노동여성 1인당 하루평균노동비","자가노동남성 1인당 하루평균노동비","자가노동여성 1인당 하루평균노동비","고용노동력 확보 지역","수확 방법","작업로 설치 여부","작업로 설치 면적","작업로 설치 예정 연도","작업로 설치 예정 면적","풀베기방식_기계사용","풀베기방식_제초제 사용","풀베기방식_초생재배","풀베기방식_기타","생산비 조달방법 비중_자부담","생산비 조달방법 비중_정부보조","생산비 조달방법 비중_정부융자","생산비 조달방법 비중_금융기관 융자","생산비 조달방법 비중_수집상 선도금","생산비 조달방법 비중_기타","재배업 전망","재배업 전망_좋아지는 이유","재배업 전망_나빠지는 이유","재배업 계획","재배업 계획_늘리려는 이유","재배업 계획_줄이거나 중단하려는 이유","3년간 생산량 변화","3년간 소득 변화","재배업 애로사항","수입 희망 금액","묘목 생산판매 여부","신규식재 의향","면적 증가 의향","선호 품종","작목 대체 계획","주 대체 작목","재배업 시 시급하게 필요한 사항","친환경 인증 등 공식인증 인증여부","받은 공식인증 종류_친환경인증","받은 공식인증 종류_지리적표시제","받은 공식인증 종류_GAP","받은 공식인증 종류_품질인증","받은 공식인증 종류_기타","사업정보 획득경로","임업경영체 등록여부","임업 관련 지원금 수혜 여부_산림경영기반조성(숲가꾸기 및 임도시설)","임업 관련 지원금 수혜 여부_산림경영기반조성(전문임업인기반조성)","임업 관련 지원금 수혜 여부_산양삼 생산","임업 관련 지원금 수혜 여부_귀산촌인 창업 및 주택구입 지원","임업 관련 지원금 수혜 여부_단기산림소득지원","임업 관련 지원금 수혜 여부_단기산림소득지원 관련 보조수반 융자사업","임업 관련 지원금 수혜 여부_조림목 묘목 생산","임업 관련 지원금 수혜 여부_목재이용활성화 지원","임업 관련 지원금 수혜 여부_임업인경영자금 지원","임업 관련 지원금 수혜 여부_임업인 재해복구 긴급지원","임업 관련 지원금 수혜 여부_산림소득 유통분야 공모사업","임업 관련 지원금 수혜 여부_임산물 수출지원","임업 관련 지원금 수혜 여부_임산물 판로지원 사업","임업 관련 지원금 수혜 여부_없음","산림청에 바라는 점","산림청에 바라는 점_1","가중치"
12,1,2,1,4,3,2,1,2,,49500,0,49500,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1800,23,1,3000,2500,8827,,,8827,,,0,,1,2500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,50,80,20,80,100,40,515,0,885,,,,,5,,7,,9,10,11,,13,,,16,,,,,21,,,,,,,,,,,,,,1,3,1,1,21,7,100,74,150,80,0,0,1,1,1,2000,,,1,,,,90,10,0,0,0,0,4,,2,2,,,2,2,1,5000,3,2,2,2,2,,7,2,,,,,,2,1,,,,,,,,,,,,,,9998,536,1,56.9322
12,1,2,1,4,4,2,1,1,2,39600,19800,19800,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,1000,7,1,5000,300,1000,,,1000,,,0,,1,300,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,100,0,0,0,0,1,100,30,5,0,20,10,50,0,215,,,3,,,,7,,9,,11,,,,,16,,,,,,,,,,,27,,29,,,,,,3,,1,1,1,,50,50,180,,0,0,1,1,1,1200,,,1,2,,,70,30,0,0,0,0,3,,,2,,,3,2,3,1000,2,1,2,1,2,,4,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,4,4,2,1,1,2,79200,29700,49500,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,2500,20,1,11936.9572,8027.3133,17000,,,16000,,,400,,,4600,,,400,,,2,,,90,0,0,0,5,5,0,0,0,0,100,0,0,100,0,0,0,2,,1,50,50,0,0,0,2,300,150,50,50,140,50,1000,0,1740,1,2,3,,5,,7,,9,,11,,,14,,16,,,,,21,,,24,,,27,28,29,,,,,,5,5,2,1,1,20,40,25,20,7,0,0,1,1,1,3000,,,1,2,,,60,40,0,0,0,0,2,3,,2,,,3,3,3,6000,2,1,2,2,2,,3,2,,,,,,1,1,1,,,,,,,,,10,,,,,,,56.9322
12,1,2,1,4,4,2,1,1,4,118800,118800,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,6000,20,1,12577.299,8716.76,14000,,,14000,,,0,,1,14000,,,0,,1,,,,20,0,80,0,0,0,0,,,,,,,100,0,0,0,2,,1,50,50,0,0,0,2,300,150,50,20,0,30,700,0,1250,1,2,,,5,,7,,9,,11,,,,,16,,,,,21,,,24,,,27,28,29,,,,,,2,5,1,1,10,10,60,50,140,120,0,0,1,1,1,5000,,,1,2,,,70,30,0,0,0,0,2,3,,2,,,3,3,3,6000,2,1,2,2,2,,3,2,,,,,,1,1,,,,,,,,,,10,,,,,708,5,56.9322
12,1,2,1,4,4,2,1,2,,5,0,5,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1500,16,1,2933.679,1628.2,6700,,,6500,,,0,,1,6500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,100,0,0,0,0,2,100,30,10,10,100,0,0,0,250,,2,,,,,7,,,,,,,,,16,,,,,,,,24,,,,,29,,,,,,,,2,1,,,60,25,,,0,0,,1,1,3000,,,1,2,,,50,50,0,0,0,0,2,3,,2,,,3,3,3,3000,3,1,2,2,2,,8,2,,,,,,1,1,,,,,,,,,,10,,,,,576,2,56.9322
12,1,2,1,4,4,2,1,2,,79200,0,79200,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,3200,20,1,8000,4000,15000,,,15000,,,0,,1,4000,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,50,50,0,0,0,2,200,100,100,50,400,100,1000,0,1950,1,,,,5,,7,,9,10,,12,,14,,16,,,,,21,,,24,,,,28,29,,,,,,1,5,1,1,3,15,90,30,200,70,0,0,1,1,1,2500,,,1,2,,,60,40,0,0,0,0,2,3,,2,,,3,2,3,6000,2,1,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,10,,,13,,,,56.9322
12,1,2,1,4,4,2,1,2,,9900,0,9900,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1500,20,1,2500,1000,3500,,,3500,,,0,,1,1000,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,100,30,10,0,50,20,0,0,210,,2,3,,,,7,,9,,11,,,,,16,,,,,,,,24,,,27,28,,,,,,,,,2,2,,,50,20,,,0,0,,1,1,1000,,,1,2,,,70,30,0,0,0,0,2,3,,2,,,3,2,3,2000,2,2,2,2,2,,9,2,,,,,,1,1,,,,,,,,,,10,,,,,616,3,56.9322
12,1,2,1,4,4,2,1,2,,99000,0,99000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,5000,25,1,5000,2000,6700,,,6500,,,0,,1,6500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,50,50,0,0,0,2,200,50,0,0,50,20,200,0,520,1,,3,,,,7,,9,10,11,,,,,16,,,,,21,,,,,,27,,,,,,,,5,5,1,1,1,20,60,25,,5,0,0,1,1,1,2000,,,1,2,,,70,30,0,0,0,0,2,3,,2,,,3,3,3,3000,2,1,2,2,2,,3,1,1,,,,,1,1,1,,,,,,,,,10,,,,,513,1,56.9322
12,1,2,1,4,4,2,6,1,2,6000,6000,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,600,20,1,3000,1800,4000,,,4000,,,0,,1,1800,,,0,,1,,,,0,20,0,0,0,80,0,100,0,0,0,0,0,100,0,0,0,2,,1,0,0,80,20,0,2,140,50,100,30,0,0,180,0,500,,,,,5,,7,,9,,,12,,14,,16,,,,,,,,24,,,,,,,,,,,4,,1,1,3,,60,40,150,,0,0,1,1,1,6000,,,1,,,,100,0,0,0,0,0,4,,2,2,,,3,3,3,3000,3,1,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,536,1,56.9322
12,1,2,1,4,5,2,1,1,4,64350,64350,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,2000,20,1,5716,2908,8000,,,8000,,,0,,1,2400,,,0,,1,,,,0,0,100,0,0,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,100,100,10,30,0,15,0,0,255,1,,3,,5,6,7,,9,10,,,13,14,,16,,18,,,21,,,24,,,,28,,,,,,,,,1,1,,,200,200,,,0,0,,1,1,10000,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,5000,3,1,2,3,2,,9,2,,,,,,1,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,1,2,1,2,,29700,0,29700,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1500,20,1,2422.26,292.985,2000,,,2000,,,0,,1,600,,,0,,1,,,,80,0,0,0,0,20,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,50,10,10,10,20,0,0,0,100,1,,3,,5,,7,,,,11,,,14,,16,,,,,21,,,,,,,,,,,,,,,,2,3,,,60,20,,,0,0,,1,1,2000,,,1,,,,30,70,0,0,0,0,3,,,2,,,3,2,3,1000,2,2,2,2,2,,9,2,,,,,,6,1,,,,,,,,,,10,,,,,,,56.9322
12,1,2,1,5,2,2,1,1,3,19800,19800,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,600,15,1,1087.406,0,3300,,,3300,,,0,,1,1000,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,60,30,0,0,0,0,0,0,90,,,,,5,,,,9,10,,,,,,16,,,,,21,,,24,,,,,,,,,,,,,1,1,,,60,60,,,0,0,,1,1,4000,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,1600,3,1,2,3,2,,4,2,,,,,,3,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,2,2,1,2,,12000,0,12000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,800,20,1,1500,600,1800,,,1800,,,0,,1,600,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,100,40,5,10,20,5,0,0,180,1,2,,,,,7,,9,,11,,,,,16,,,,,,,,,,,,,,,,,,,,,3,3,,,200,200,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,3,800,3,2,2,2,2,,7,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,2,2,1,2,,9900,0,9900,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,320,17,1,1000,300,1200,,,1200,,,0,,1,300,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,20,0,0,2,10,3,0,0,35,,2,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,800,3,2,2,3,2,,3,2,,,,,,3,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,3,2,1,1,3,12000,12000,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,800,20,1,1500,700,2740,,,2740,,,0,,1,700,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,112,80,10,20,0,10,0,0,232,1,,,,,,7,,,,11,,,,,16,,,,,21,,,,,,,,,,,,,,,,3,1,,,180,180,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,3,800,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,3,2,1,1,3,44550,44550,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,1350,20,1,2400,2200,8800,,,8800,,,0,,1,2200,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,200,60,0,10,0,50,1000,0,1320,1,2,3,,5,6,7,,9,10,,,,14,,16,,18,,,21,,23,24,,,27,,,,,,,,2,5,1,1,10,15,120,60,170,80,0,0,3,1,1,4000,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,4000,3,1,2,3,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,3,2,1,2,,18000,0,18000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1300,25,1,2000,900,3420,,,3420,,,0,,1,903,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,132,25,5,20,120,5,0,0,307,1,2,,,,,7,,9,,11,,,,,16,,,,,21,,,24,,,,,,,,,,,,,2,2,,,200,200,,,0,0,,1,3,,,,1,2,,,90,10,0,0,0,0,3,,,2,,,2,2,3,1000,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,3,2,1,2,,50000,0,50000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1700,20,1,3350,2360,9450,,,9450,,,0,,1,2360,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,359,47,5,28,250,10,27,27,753,,,,,,,7,,9,,,,,14,,16,,,,,,,,,,,,,,,,,,,1,,2,2,30,,60,40,90,,0,0,1,1,3,,,,1,,,,80,20,0,0,0,0,3,,,2,,,1,3,1,3000,3,1,2,2,2,,8,2,,,,,,6,1,,,,,,,,,9,,,,,,,,56.9322
12,1,2,1,5,3,2,1,2,,7920,3300,4620,100,70.8333333333333,29.1666666666667,0,0,100,100,0,0,0,100,50,50,0,0,200,16,1,4910.633,1461.04,4000,,,4000,,,0,,1,1000,,,0,,1,,,,30,0,0,0,70,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,35,0,0,3,50,0,0,0,88,1,2,,,5,,7,,9,,,,,,,16,,,,,21,,,24,,,,,,,,,,,,,1,1,,,60,30,,,0,0,,1,1,1000,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,1,1500,3,1,2,3,2,,4,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,3,2,2,1,2,33000,33000,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,430,15,1,4000,2000,5600,,,5600,,,0,,1,2000,,,0,,1,,,,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,2,,1,0,20,30,50,0,2,130,120,5,5,0,10,0,0,270,,,,,,,,,9,,,,13,,,16,,,,,21,,,,,,,,29,,,,,,,,1,1,,,30,30,,,0,0,,1,1,200,,,1,2,,,100,0,0,0,0,0,3,,,2,,,1,1,1,2500,3,2,2,2,2,,7,2,,,,,,1,2,,,,,,,,,,,,,,9998,536,1,56.9322
12,1,2,1,5,4,2,1,1,1,13200,13200,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,400,30,1,2797.8901,858.35,2700,,,2700,,,0,,1,800,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,100,0,0,0,0,1,100,30,5,0,0,10,50,0,195,1,,3,,5,,7,,9,,11,,,,,16,,18,,,21,,,24,,,,,29,,,,,,,2,2,,,1,50,,,50,0,0,1,1,1,2000,,,1,,,,50,50,0,0,0,0,3,,,2,,,2,2,3,1500,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,10,,,,,,,56.9322
12,1,2,1,5,4,2,1,1,1,14850,14850,0,100,0,30,70,0,100,0,30,70,0,0,0,0,0,0,500,20,1,2500,500,1700,,,1700,,,0,,1,500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,100,0,0,0,0,1,50,20,5,0,0,0,0,0,75,,,3,,,,7,,9,,,,,,,16,,,,,21,,,,,,27,,,,,,,,,,2,1,,,60,50,,,0,0,,1,1,1000,,,1,2,,,70,30,0,0,0,0,2,3,,2,,,3,1,3,800,2,1,2,2,2,,9,2,,,,,,1,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,4,2,1,1,2,24750,24750,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,600,25,1,1800,1000,4000,,,4000,,,0,,1,1000,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,50,30,0,5,0,0,450,0,535,,,,,5,,7,,,,,,,,,16,,,,,,,,,,,,,,,,,,,1,2,1,1,5,15,30,10,170,80,0,0,3,1,1,3000,,,1,2,,,100,0,0,0,0,0,3,,,3,,3,3,3,1,2000,3,2,2,3,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,4,2,1,2,,39600,0,39600,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1500,20,1,3500,2000,6700,,,6700,,,0,,1,2000,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,50,50,0,0,0,2,200,100,10,10,150,0,90,0,560,1,2,,,,,7,,9,,,,,,,16,,,,,,,,24,,,,,,,,,,,,1,1,1,,15,60,20,,90,0,0,1,1,1,1000,,,1,2,,,50,50,0,0,0,0,3,,,2,,,3,3,3,2500,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,10,,,,,,,56.9322
12,1,2,1,5,4,2,1,2,,59400,0,59400,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1270,35,1,1800,1100,4565,,,4565,,,0,,1,1100,,,0,,1,,,,0,0,100,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,55,46,13,115,100,10,25,0,364,,2,,,,,7,,9,10,,,13,,,16,,,,,21,,,,,,,28,,,,,,,1,,1,1,1,,150,40,115,130,0,0,1,1,1,2000,,,1,,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,5000,3,2,2,1,2,,4,2,,,,,,6,2,,,,,,,,,,,,,,9998,536,1,56.9322
12,1,2,1,5,4,2,1,2,,9900,0,9900,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,250,20,1,2000,800,3200,,,3200,,,0,,1,800,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,50,20,0,3,70,0,0,0,143,,,,,5,,7,,9,10,,,13,,,16,,,,,21,,,,,,,,,,,,,,,,1,1,,,60,30,,,0,0,,1,1,500,,,1,2,,,100,0,0,0,0,0,2,4,,2,,,2,2,3,1000,3,1,2,3,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,5,5,2,1,1,1,19800,9900,9900,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,1600,20,1,5822.233,4051.51,5000,,,5000,,,100,,,5000,,,100,,,2,,,95,0,0,0,0,5,0,0,0,0,100,0,0,100,0,0,0,2,,1,50,50,0,0,0,2,60,20,10,10,40,0,0,0,140,1,,,,,,7,8,9,,,,,,,16,,,,,21,,,24,,,,,,,,,,,,,1,1,,,60,35,,,0,0,,1,1,1000,,,1,2,3,,50,50,0,0,0,0,3,,,2,,,3,3,2,2000,2,1,2,1,2,,4,2,,,,,,6,1,,,,,,,,,,10,,,,,,,56.9322
12,1,2,1,5,5,2,1,2,,19800,0,19800,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,500,20,1,1000,800,3200,,,3200,,,0,,1,800,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,65,5,0,2,50,0,100,0,222,,,,,,,7,,9,,,,,,,16,,,,,21,,,,,,,,,,,,,,3,,1,1,2,,60,30,170,,0,0,1,1,1,1000,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,1,1600,3,1,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,2,4,2,2,1,1,4,87120,87120,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,2000,15,1,2753.5595,2124.9825,11667,,,10000,,,700,,,3500,,,700,,,1,,,70,0,0,0,0,30,0,100,0,0,0,0,0,100,0,0,0,2,,1,0,0,100,0,0,1,150,100,5,15,0,50,450,0,770,,,3,,5,,7,,9,10,,,,14,,16,,,,,21,,,24,,,,28,,,,,,,2,1,1,1,10,15,120,60,150,100,0,0,1,1,1,3000,,,1,2,,,100,0,0,0,0,0,2,4,,2,,,2,2,1,5000,3,2,2,2,2,,4,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,2,5,3,2,1,1,2,6000,6000,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,800,20,1,1800,1400,4500,,,4500,,,0,,1,1400,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,200,10,5,20,0,5,100,0,340,1,,3,,,,7,,9,,11,,13,14,,16,,,,,21,,,,,,27,,,,,,,,6,,3,4,1,,180,180,320,,0,0,2,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,2,2,3,1500,3,2,2,2,2,,7,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,2,1,3,1,2,,9900,0,9900,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,300,20,1,12166.8109,1152.3203,3400,,,3400,,,0,,1,850,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,40,10,2,5,100,0,68,0,225,1,,3,,5,6,7,8,9,10,,,13,,,16,,,,,21,,,24,,,,,,,,,,,4,,1,1,1,,60,30,170,,0,0,1,1,1,3000,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,1000,3,1,2,3,2,,1,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,2,1,3,6,1,2,19800,19800,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,100,40,1,3500,300,1000,,,1000,,,0,,1,300,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,10,0,0,0,0,0,0,0,10,1,,,,,,7,,,,,,,,,16,,,,,21,,,,,,,28,,,,,,,,,2,3,,,20,20,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,1000,3,2,2,2,2,,7,2,,,,,,2,2,,,,,,,,,,,,,,9998,556,1,56.9322
12,1,3,1,2,2,3,4,1,1,9900,9900,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,30,15,1,3500,40,100,,,0,,1,0,,1,40,,,0,,1,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,8,0,0,0,0,0,0,0,8,1,2,,,,,7,,9,10,,,,,,16,,,,,21,,,,,,,,,,,,,,,,1,1,,,15,15,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,200,3,2,2,2,2,,7,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,2,3,3,6,1,2,29700,29700,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,170,50,1,5000,100,300,,,300,,,0,,1,100,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,10,10,0,5,0,0,0,0,25,1,,3,,,,7,,9,10,11,,13,14,,16,,,,,21,,,24,,,,,,,,,,,,,2,2,,,20,20,,,0,0,,1,1,200,,,1,,,,100,0,0,0,0,0,3,,,2,,,2,2,3,500,3,2,2,1,2,,5,2,,,,,,2,2,,,,,,,,,,,,,,9998,,,56.9322
12,1,3,1,3,2,3,4,1,2,13200,13200,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,300,20,1,3680,180,600,,,600,,,0,,1,180,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,0,10,0,0,0,0,0,0,10,1,2,,,,,7,,9,10,,,13,,,16,,,,,21,,,24,,,,,,,,,,,,,10,11,,,7,7,,,0,0,,1,1,100,,,,2,,,100,0,0,0,0,0,4,,6,2,,,3,3,2,300,3,2,2,2,2,,7,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,56.9322
