"연령별","무기질비료_질소질_지출액1","무기질비료_인산질_지출액1","무기질비료_가리질_지출액1","무기질비료_복합_지출액1","무기질비료_토양개량제_지출액1","무기질비료_기타_지출액1","유기질비료_퇴구비_지출액1","유기질비료_계분_지출액1","유기질비료_우분_지출액1","유기질비료_돈분_지출액1","유기질비료_기타_지출액1","지역별","규모별","조성비","경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액2","무기질비료_인산질_지출액2","무기질비료_가리질_지출액2","무기질비료_복합_지출액2","무기질비료_토양개량제_지출액2","무기질비료_기타_지출액2","유기질비료_퇴구비_지출액2","유기질비료_계분_지출액2","유기질비료_우분_지출액2","유기질비료_돈분_지출액2","유기질비료_기타_지출액2","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","표고목 눕히기_시간_ha당","표고목 뒤집기_시간_ha당","표고목 벌채_시간_ha당","표고목 세우기_시간_ha당","표고목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
4,0,0,0,340000,0,0,880000,0,0,0,0,36,3,251508,6,3.22,0,0.22,3,0,3.22,0,0.22,3,0,0,0,0,0,0,1.22,0,0.22,1,0,1.22,0,0.22,1,0,0,0,0,0,0,30,2,344.262295081967,1000000,278688.524590164,721311.475409836,0,0,0,278688.524590164,0,0,721311.475409836,0,0,0,0,456967.213114754,285573.770491803,106557.37704918,0,12295.0819672131,0,0,0,35614.7540983606,24219.8360655738,59834.5901639344,0,327868.852459016,0,327868.852459016,5012807.37704918,1081967.21311475,40983.606557377,6135758.19672131,3261978.80924107,25208.0311420156,86702.3190706967,111910.350212712,1040.98360655738,0,0,13.9344262295082,42.2213114754098,1083.20491803279,2081967.21311475,138485.901639344,2220453.1147541,0,0,0,0,655.737704918033,0,0,655.737704918033,6557.37704918033,0,0,0,0,6557.37704918033,370.491803278689,168.032786885246,202.459016393443,0,0,0,0,52.4590163934426,422.950819672131,0,0,0,0,0,0,0,40.9836065573771,0,29.5081967213115,118.032786885246,65.5737704918033,0,0,0,0,32.7868852459016,81.9672131147541,0,0,32.7868852459016,0,0,0,0,21.3114754098361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5486294.62293886,-1041525.69448697,47717.0819672131,8308494.2295082,439779.202671729,8748273.43217993,-6527820.31742583,42
4,0,0,0,373000,0,0,0,0,0,0,0,36,3,251508,6,4.98,0,0,4.98,0,4.98,0,0,4.98,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,16,2,370,373000,373000,0,0,0,0,373000,0,0,0,0,0,0,0,217400,165920,0,0,72000,0,0,30000,252833.333333333,141842.568421053,394675.901754386,0,800000,0,800000,4929226,229224,0,5158450,1733727.90175439,60158.5904527577,65231.7144705,125390.304923258,900,0,0,0,0,900,1350000,0,1350000,0,0,0,0,1000,0,0,1000,0,0,0,0,0,0,87,47,40,16,8,8,163,0,266,0,0,0,0,0,0,0,20,0,0,80,19,0,0,0,0,2,45,0,0,98,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5854616.30492326,-383727.901754386,-154503.901754386,6662953.90175439,925390.304923258,7588344.20667764,-6238344.20667764,42
4,0,0,0,39000,0,0,0,0,0,0,425000,38,1,242051,6,0.56,0.56,0,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0,18,2,348.837209302326,1079069.76744186,90697.6744186046,988372.093023256,0,0,0,90697.6744186046,0,0,0,0,0,0,988372.093023256,1256976.74418605,228139.534883721,69767.4418604651,0,102325.581395349,0,0,93023.2558139535,1000930.23255814,81041.8604651163,1081972.09302326,232558.139534884,2604651.1627907,0,2604651.1627907,9467390.69767442,2132316.27906977,0,11599706.9767442,6518199.8372093,144776.267670698,156434.268702558,301210.536373256,10232.5581395349,0,0,0,0,10232.5581395349,15348837.2093023,0,15348837.2093023,0,0,0,0,139.53488372093,0,0,139.53488372093,0,0,0,0,2325.58139534884,2325.58139534884,306.976744186046,213.953488372093,93.0232558139535,148.837209302326,74.4186046511628,74.4186046511628,213.953488372093,0,669.767441860465,0,0,0,0,0,0,0,67.4418604651163,0,0,334.883720930233,4.65116279069767,0,0,18.6046511627907,0,0,74.4186046511628,0,0,151.162790697674,0,0,0,0,0,18.6046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,12373252.3968384,8830637.37209302,10962953.6511628,15985590.5348837,2905861.69916395,18891452.2340477,-3542615.02474535,104.558823529412
4,0,0,0,390000,0,0,0,0,0,0,800000,37,3,256777,6,1.15,0,1.15,0,0,1.15,0,1.15,0,0,0,0,0,0,0,1.15,0,1.15,0,0,1.15,0,1.15,0,0,0,0,0,0,0,32.75,2,332.173913043478,1034782.60869565,339130.434782609,695652.173913044,0,0,0,339130.434782609,0,0,0,0,0,0,695652.173913044,991217.391304348,240391.304347826,0,0,104347.826086957,0,0,27826.0869565217,881029.565217391,27910.2974828375,908939.862700229,0,1043478.26086957,0,1043478.26086957,2121939.13043478,350186.086956522,0,2472125.2173913,3914468.16704806,112179.704692394,52806.3209522609,164986.025644654,5259.13043478261,0,0,0,0,5259.13043478261,5259130.43478261,0,5259130.43478261,0,0,0,0,521.739130434783,0,0,521.739130434783,0,0,0,0,3478.26086956522,3478.26086956522,91.304347826087,34.7826086956522,56.5217391304348,22.6086956521739,22.6086956521739,0,40.8695652173913,0,154.782608695652,0,0,0,0,0,0,0,31.304347826087,0,0,0,20.8695652173913,0,0,17.3913043478261,0,0,34.7826086956522,0,0,50.4347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330403.416949,1344662.26773455,1694848.35469108,6036407.29748284,1208464.28651422,7244871.58399706,-1985741.14921445,44.6666666666667
4,0,0,0,42000,0,0,0,0,69000,0,80000,37,1,256777,6,0.15,0,0.15,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,37,2,300,1910000,420000,1490000,0,0,0,420000,0,0,0,0,690000,0,800000,598000,580000,817000,0,0,0,0,0,1113856,412673.684210526,1526529.68421053,0,480000,0,480000,15908450,12436300,0,28344750,18124606.6842105,384835.095190349,349640.5020875,734475.597277849,11000,0,0,0,0,11000,11000000,0,11000000,0,0,0,0,1000,0,0,1000,0,0,6000,0,2000,8000,930,40,890,770,770,0,200,0,1900,0,0,0,0,0,0,0,300,0,400,800,80,0,0,0,0,0,80,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17122925.5972778,-7124606.68421052,5311693.31578947,34033056.6842105,1214475.59727785,35247532.2814884,-24247532.2814884,96.0131578947368
4,0,0,0,42500,0,70000,86000,0,0,0,25800,37,1,256777,5,0.61,0,0.61,0,0,0.61,0,0.61,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0.41,0,0.41,0,0,0,0,0,0,0,47,2,292.682926829268,547073.170731707,274390.243902439,272682.926829268,0,0,0,103658.536585366,0,170731.707317073,209756.097560976,0,0,0,62926.8292682927,498170.731707317,263414.634146341,12780487.804878,0,0,0,0,41463.4146341463,712975.609756098,0,712975.609756098,702439.024390244,1463414.63414634,0,1463414.63414634,24967443.902439,0,0,24967443.902439,15802801.3902439,122232.88721561,423887.413447073,546120.300662683,48780.487804878,0,0,0,0,48780.487804878,48780487.804878,0,48780487.804878,0,0,0,0,292.682926829268,0,487.80487804878,780.487804878049,975.609756097561,0,0,0,243.90243902439,1219.51219512195,1214.63414634146,897.560975609756,317.073170731707,0,0,0,297.560975609756,0,1512.19512195122,0,0,0,0,0,0,0,297.560975609756,0,390.243902439024,390.243902439024,234.146341463415,0,0,0,0,0,97.5609756097561,0,0,102.439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26976978.837248,32977686.4146341,32977686.4146341,40770245.2926829,2009534.93480902,42779780.2274919,6000707.5773861,96.0131578947368
4,0,0,0,43000,0,0,0,0,0,0,119000,37,1,256777,5,0.51,0.05,0.46,0,0,0.51,0.05,0.46,0,0,0,0,0,0,0,0.21,0.03,0.18,0,0,0.21,0.03,0.18,0,0,0,0,0,0,0,20.3333333333333,2,380.952380952381,771428.571428571,204761.904761905,566666.666666667,0,0,0,204761.904761905,0,0,0,0,0,0,566666.666666667,285523.809523809,164285.714285714,10604761.9047619,0,0,0,0,0,1096076.19047619,0,1096076.19047619,0,857142.857142857,0,857142.857142857,20883561.9047619,0,0,20883561.9047619,13178853.1904762,62751.4702,354625.621824762,417377.092024762,42857.1428571429,0,0,0,0,42857.1428571429,42857142.8571429,0,42857142.8571429,0,0,0,0,952.380952380952,0,0,952.380952380952,0,0,0,0,1333.33333333333,1333.33333333333,1214.28571428571,609.52380952381,604.761904761905,0,0,0,157.142857142857,0,1371.42857142857,0,0,0,0,0,0,0,200,0,523.809523809524,523.809523809524,85.7142857142857,0,0,0,0,0,0,0,0,38.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22158081.8539295,29678289.6666667,29678289.6666667,34062415.0952381,1274519.94916762,35336935.0444057,7520207.81273714,96.0131578947368
4,0,0,0,430000,0,725000,0,0,0,0,0,37,1,256777,5,0.46,0.13,0.33,0,0,0.46,0.13,0.33,0,0,0,0,0,0,0,0.42,0.09,0.33,0,0,0.42,0.09,0.33,0,0,0,0,0,0,0,37,2,369.047619047619,2750000,2750000,0,0,0,0,1023809.52380952,0,1726190.47619048,0,0,0,0,0,434285.714285714,140476.19047619,15595238.0952381,0,0,0,0,0,635523.809523809,0,635523.809523809,0,1000000,0,1000000,22114876.1904762,14396447.6190476,0,36511323.8095238,34208748.4285714,27947.5021161905,600967.011779524,628914.513895714,60714.2857142857,0,0,0,0,60714.2857142857,60714285.7142857,0,60714285.7142857,0,0,0,0,4761.90476190476,0,2380.95238095238,7142.85714285714,0,0,0,0,0,0,1047.61904761905,1047.61904761905,0,904.761904761905,809.523809523809,95.2380952380952,219.047619047619,0,2171.42857142857,0,0,0,0,0,0,0,247.619047619048,0,904.761904761905,857.142857142857,95.2380952380952,0,0,0,0,0,0,0,0,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23743790.7043719,26505537.2857143,40901984.9047619,56323624.6190476,1628914.51389571,57952539.1329433,2761746.58134238,96.0131578947368
4,0,0,0,43500,0,0,0,0,0,0,0,36,1,251508,6,0.12,0,0,0.12,0,0.12,0,0,0.12,0,0,0,0,0,0,0.12,0,0,0.12,0,0.12,0,0,0.12,0,0,0,0,0,0,11,2,608.333333333333,362500,362500,0,0,0,0,362500,0,0,0,0,0,0,0,1058333.33333333,258166.666666667,0,0,166666.666666667,0,0,30000,2644444.44444444,171666.666666667,2816111.11111111,1000000,125000,0,125000,13155616.6666667,0,0,13155616.6666667,5943285.77777778,650946.519219444,162963.912950833,813910.432170278,833.333333333333,0,0,0,0,833.333333333333,1250000,0,1250000,0,0,0,0,833.333333333333,0,0,833.333333333333,0,0,0,0,0,0,583.333333333333,233.333333333333,350,0,0,0,225,0,808.333333333333,0,0,0,0,0,0,0,83.3333333333333,0,0,533.333333333333,33.3333333333333,0,0,0,0,16.6666666666667,66.6666666666667,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14094527.0988369,-4693285.77777778,-4693285.77777778,19098902.4444444,938910.432170278,20037812.8766147,-18787812.8766147,90.8205128205128
4,0,0,0,44000,0,55730,0,0,0,0,400000,99,1,243327,6,0.4,0,0.4,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0.32,0,0.32,0,0,0.2,0,0.2,0,0,0.12,0,0.12,0,0,35.6666666666667,2,321.875,1561656.25,311656.25,1250000,0,0,0,137500,0,174156.25,0,0,0,0,1250000,790625,56875,0,0,0,3375000,0,0,898333.333333333,0,898333.333333333,0,1250000,625000,1875000,5340487.5,5352250,225000,10917737.5,13015690.3384756,72424.4806770833,181076.086374687,253500.567051771,8125,0,0,0,0,8125,12187500,0,12187500,0,0,0,0,250,0,6.875,256.875,0,0,0,0,3125,3125,287.5,146.875,140.625,165.625,115.625,50,56.25,131.25,640.625,0,0,0,0,0,0,0,118.75,0,0,375,56.25,0,0,0,0,0,75,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6956364.31190955,-828190.338475551,8636683.41666667,17843554.0833333,2128500.56705177,19972054.6503851,-7784554.6503851,81.4
4,0,0,0,50000,0,0,0,0,0,0,240000,37,1,256777,6,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,41,2,215,1450000,250000,1200000,0,0,0,250000,0,0,0,0,0,0,1200000,209700,1202100,1950000,0,0,0,0,140650,190816,408373.726315789,599189.726315789,432000,3600000,0,3600000,16127710,0,0,16127710,6240416.72631579,442216.297446524,228543.716664,670760.014110524,24180,0,0,0,0,24180,24180000,0,24180000,0,0,0,0,500,0,0,500,0,0,0,0,6000,6000,810,305,505,0,0,0,225,0,1035,0,0,0,0,0,0,0,150,0,160,360,25,0,0,0,0,0,40,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20398470.0141105,17939583.2736842,17939583.2736842,22368126.7263158,4270760.01411052,26638886.7404263,-2458886.74042631,96.0131578947368
4,0,0,0,51000,0,0,0,0,0,0,15000,37,1,256777,6,0.17,0,0.17,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0.17,0,0.17,0,0,37,1,235.294117647059,388235.294117647,300000,88235.294117647,0,0,0,300000,0,0,0,0,0,0,88235.294117647,354705.882352941,108235.294117647,1376470.58823529,0,0,0,0,29411.7647058823,3090196.07843137,182211.764705882,3272407.84313725,0,0,2500000,2500000,10544129.4117647,1020476.47058824,0,11564605.8823529,9306720.1372549,-305499.227930353,149849.651158529,-155649.576771824,6470.58823529412,0,0,0,0,6470.58823529412,6470588.23529412,0,6470588.23529412,0,0,0,0,470.588235294118,0,0,470.588235294118,0,0,0,0,352.941176470588,352.941176470588,623.529411764706,352.941176470588,270.588235294118,64.7058823529412,64.7058823529412,0,64.7058823529412,0,752.941176470588,0,0,0,0,0,0,0,94.1176470588235,0,58.8235294117647,470.588235294118,64.7058823529412,0,0,0,0,0,0,0,0,64.7058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10388479.8349929,-2836131.90196078,684344.568627452,17350849.5490196,2344350.42322818,19695199.9722478,-13224611.7369537,96.0131578947368
4,0,0,0,530000,0,0,0,0,460000,0,0,38,1,242051,5,0.43,0.43,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0,34,1,1395.3488372093,2302325.58139535,1232558.13953488,1069767.44186047,0,0,0,1232558.13953488,0,0,0,0,1069767.44186047,0,0,1060930.23255814,20232.5581395349,0,0,0,0,0,0,632558.139534884,98577.2337821297,731135.373317013,0,1674418.60465116,0,1674418.60465116,14830479.0697674,7901209.30232558,0,22731688.372093,12257884.0477356,140657.432210585,283131.605948605,423789.03815919,6279.06976744186,0,2325.58139534884,2325.58139534884,16232.5581395349,22511.6279069767,6279069.76744186,46077674.4186046,52356744.1860465,0,0,0,0,2325.58139534884,0,0,2325.58139534884,0,0,9302.32558139535,0,0,9302.32558139535,916.279069767442,800,116.279069767442,534.883720930232,325.581395348837,209.302325581395,27.906976744186,0,1479.06976744186,0,0,0,0,0,0,0,74.4186046511628,0,0,1000,69.7674418604651,0,0,0,0,0,186.046511627907,0,0,148.837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16928686.7125778,40098860.1383109,48000069.4406365,27088363.1175031,2098207.64281035,29186570.7603134,23170173.4257331,104.558823529412
4,0,0,0,530000,0,30000,33000,0,0,0,51600,37,1,256777,6,0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0.39,0,0.39,0,0,0.39,0,0.39,0,0,0,0,0,0,0,44,2,269.230769230769,1652820.51282051,1435897.43589744,216923.076923077,0,0,0,1358974.35897436,0,76923.0769230769,84615.3846153846,0,0,0,132307.692307692,1058974.35897436,189512.820512821,2511538.46153846,76923.0769230769,0,0,1725641.02564103,128205.128205128,826830.769230769,246898.785425101,1073729.55465587,0,1515384.61538462,0,1515384.61538462,24326112.8205128,0,0,24326112.8205128,8674121.93927126,249800.804334953,343352.108795128,593152.913130081,13046.1538461538,0,0,0,0,13046.1538461538,13046153.8461538,0,13046153.8461538,0,0,0,0,2564.10256410256,0,7.69230769230769,2571.79487179487,512.820512820513,0,0,0,307.692307692308,820.51282051282,1402.5641025641,1000,402.564102564103,0,0,0,146.153846153846,0,1548.71794871795,0,0,0,0,0,0,0,117.948717948718,0,194.871794871795,733.333333333333,123.076923076923,0,0,0,0,5.12820512820513,30.7692307692308,0,0,133.333333333333,0,0,0,0,210.25641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26434650.3490275,4372031.90688259,4372031.90688259,33000234.7597841,2108537.5285147,35108772.2882988,-22062618.4421449,96.0131578947368
4,0,0,0,54000,0,0,225000,0,0,0,0,36,1,251508,6,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0.14,0,0.14,0,0,0.14,0,0.14,0,0,0,0,0,0,0,37,2,300,1992857.14285714,385714.285714286,1607142.85714286,0,0,0,385714.285714286,0,0,1607142.85714286,0,0,0,0,213357.142857143,784642.857142857,0,0,42857.1428571429,0,0,0,595047.619047619,151428.571428571,746476.19047619,0,1142857.14285714,0,1142857.14285714,29137707.1428571,0,0,29137707.1428571,4031698.47619048,206666.629914286,348791.291131071,555457.921045357,7142.85714285714,0,0,0,0,7142.85714285714,10714285.7142857,0,10714285.7142857,0,0,0,0,714.285714285714,0,0,714.285714285714,7142.85714285714,0,0,0,0,7142.85714285714,1342.85714285714,764.285714285714,578.571428571429,0,0,0,442.857142857143,0,1785.71428571429,0,0,0,0,0,0,0,221.428571428571,0,0,714.285714285714,128.571428571429,0,0,214.285714285714,0,0,171.428571428571,0,0,335.714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30836022.2067596,6682587.23809524,6682587.23809524,33169405.6190476,1698315.0639025,34867720.6829501,-24153434.9686644,90.8205128205128
4,0,0,0,55000,0,0,33000,0,0,0,86000,37,1,256777,6,0.84,0,0.84,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0.47,0,0.47,0,0,0.47,0,0.47,0,0,0,0,0,0,0,20.6666666666667,2,361.702127659574,370212.765957447,117021.276595745,253191.489361702,0,0,0,117021.276595745,0,0,70212.7659574468,0,0,0,182978.723404255,1235319.14893617,274914.893617021,4168085.10638298,340425.531914894,276595.744680851,0,5146808.5106383,170212.765957447,1083165.95744681,248521.985815603,1331687.94326241,0,2978723.40425532,0,2978723.40425532,25812514.893617,2299302.12765957,0,28111817.0212766,15870341.5390071,263410.118591716,434689.359490638,698099.478082355,25446.8085106383,0,0,0,0,25446.8085106383,36574468.0851064,0,36574468.0851064,0,0,0,0,212.765957446808,0,0,212.765957446808,425.531914893617,0,0,0,425.531914893617,851.063829787234,1474.46808510638,929.787234042553,544.68085106383,153.191489361702,102.127659574468,51.063829787234,182.978723404255,0,1810.63829787234,0,0,0,0,0,0,0,136.170212765957,0,374.468085106383,727.659574468085,85.1063829787234,0,0,0,0,19.1489361702128,17.0212765957447,0,0,127.659574468085,0,0,0,0,323.404255319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29489337.7759547,20704126.5460993,23003428.6737589,41682856.4326241,3676822.88233767,45359679.3149618,-8785211.2298554,96.0131578947368
4,0,0,0,60000,0,0,0,0,0,0,0,99,1,243327,6,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,20,1,350,600000,600000,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,1106382.9787234,1186382.9787234,0,1500000,0,1500000,5919400,0,0,5919400,2029709.9787234,1102951.04204255,70681.05301,1173632.09505255,1200,100,0,0,303,1503,1800000,909000,2709000,0,0,0,0,1000,0,0,1000,0,0,0,0,0,0,420,220,200,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,120,0,60,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8593032.09505255,679290.021276596,679290.021276596,7949109.9787234,2673632.09505255,10622742.073776,-7913742.07377596,81.4
4,0,0,0,62400,0,43850,0,240000,0,0,214000,33,1,235300,5,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,36,2,250,1400625,265625,1135000,0,0,0,156000,0,109625,0,600000,0,0,535000,250250,170000,0,0,0,0,0,225000,848333.333333333,200000,1048333.33333333,750000,2560000,0,2560000,20124835,500000,25000,20649835,4580114.39878792,348940.312191667,246058.9443215,594999.256513167,25000,0,8250,0,32587.5,57587.5,37500000,81468750,118968750,0,0,0,0,400,0,5,405,0,5000,0,0,1500,6500,990,727.5,262.5,20,20,0,225,0,1235,0,0,0,0,0,0,0,40,0,150,695,87.5,0,0,0,0,12.5,25,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23304228.1910586,114388635.601212,114889241.666667,24729343.3333333,3154999.25651317,27884342.5898465,91084407.4101535,66.3846153846154
4,0,0,0,65000,0,0,0,0,0,0,200000,37,1,256777,6,0.43,0,0.43,0,0,0.43,0,0.43,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,36,2,227.272727272727,803030.303030303,196969.696969697,606060.606060606,0,0,0,196969.696969697,0,0,0,0,0,0,606060.606060606,1260000,727090.909090909,454545.454545455,0,0,0,0,27272.7272727273,130133.333333333,195066.666666667,325200,0,1818181.81818182,0,1818181.81818182,10432000,0,0,10432000,3853916.39393939,167390.318815394,148573.314530303,315963.633345697,5863.63636363636,0,0,0,0,5863.63636363636,5863636.36363636,0,5863636.36363636,0,0,0,0,303.030303030303,0,0,303.030303030303,0,0,0,0,3030.30303030303,3030.30303030303,545.454545454545,236.363636363636,309.090909090909,0,0,0,127.272727272727,0,672.727272727273,0,0,0,0,0,0,0,90.9090909090909,0,121.212121212121,242.424242424242,24.2424242424242,0,0,0,0,0,30.3030303030303,0,0,163.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12566145.4515275,2009719.96969697,2009719.96969697,14285916.3939394,2134145.45152751,16420061.8454669,-10556425.4818305,96.0131578947368
4,0,0,0,65000,0,0,0,0,0,0,280000,37,1,256777,6,0.17,0,0,0.17,0,0.17,0,0,0.17,0,0,0,0,0,0,0.17,0,0,0.17,0,0.17,0,0,0.17,0,0,0,0,0,0,33.5,2,264.705882352941,2029411.76470588,382352.941176471,1647058.82352941,0,0,0,382352.941176471,0,0,0,0,0,0,1647058.82352941,1467058.82352941,754588.235294118,0,0,0,0,0,35294.1176470588,314352.941176471,353035.294117647,667388.235294118,0,1176470.58823529,0,1176470.58823529,12432576.4705882,0,0,12432576.4705882,5210518.17647059,292613.939660235,181260.781057059,473874.720717294,13047.0588235294,0,0,0,0,13047.0588235294,13047058.8235294,0,13047058.8235294,0,0,0,0,588.235294117647,0,0,588.235294117647,0,0,0,0,8235.29411764706,8235.29411764706,558.823529411765,188.235294117647,370.588235294118,0,0,0,229.411764705882,0,788.235294117647,0,0,0,0,0,0,0,152.941176470588,0,0,0,94.1176470588235,0,0,0,0,0,47.0588235294118,0,0,494.117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082921.7795408,7836540.64705882,7836540.64705882,17643094.6470588,1650345.30895259,19293439.9560114,-6246381.132482,96.0131578947368
